# Shadow tomography log started 2020-01-13 16:53:16
# Dimension = 8
# True state = ( 0.14721585 -0.00534268 -0.35672598 -0.06598247  0.68291300 -0.18321269  0.05912638  0.14621629  0.12210690 -0.01363021 -0.06913602 -0.12444022  0.33730013 -0.28221549 -0.30506144 -0.00625829)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7
  67733206 87297   0.50000000  0.00000000  0.00000000  0.50000000 -0.00000000 -0.50000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  67813630 80424   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000 -0.50000000  0.00000000  0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  67919735 106105  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338
  67950057 30322   0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000
  67999733 49676   0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338
  68025606 25873   0.50000000 -0.00000000 -0.00000000  0.50000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000
  68035335 9729    0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338
  68131612 96277   0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000  0.35355338
  68185950 54338  -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000
  68190590 4640   -0.00000000 -0.00000000  0.70710677 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.70710677 -0.00000000
  68220996 30406   0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.70710677
  68236670 15674   0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000
  68314961 78291   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000
  68333412 18451   0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338
  68350733 17321  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000
  68412749 62016  -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.70710677 -0.00000000 -0.00000000 -0.00000000 -0.70710677 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  68486387 73638   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338
  68541268 54881   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  68576985 35717  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000
  68665328 88343   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000
  68701515 36187   0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338
  68809792 108277  0.00000000  0.00000000  0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000
  68895259 85467   0.50000000  0.00000000  0.00000000  0.50000000 -0.00000000 -0.50000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  68902091 6832    0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000
  68910747 8656    0.35355338 -0.00000000 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338
  68914933 4186    0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338
  68916921 1988    0.70710677 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.70710677 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  68920814 3893    0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.50000000  0.00000000
  68950051 29237   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000
  69027340 77289   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338
  69098250 70910   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338
  69100534 2284    0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000
  69114541 14007  -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.50000000  0.00000000
  69143915 29374   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338
  69174655 30740   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000
  69177915 3260    0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000
  69233049 55134   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000 -0.50000000  0.00000000  0.00000000
  69239293 6244    0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338
  69266935 27642   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000
  69387965 121030  0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338
  69412912 24947  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  69428116 15204   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000
  69429602 1486    0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338
  69535891 106289  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338
  69568400 32509   0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000
  69584369 15969   0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000
  69618422 34053  -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  69642306 23884   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000
  69646679 4373    0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338
  69709401 62722   0.35355338  0.00000000  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000
  69809535 100134  0.50000000  0.00000000  0.00000000  0.50000000 -0.00000000 -0.50000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  69855610 46075   0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.50000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  69864177 8567    0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000
  69876899 12722   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000
  69900814 23915   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000
  69922713 21899   0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000 -0.50000000  0.00000000
  70027544 104831  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338
  70057665 30121   0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000
  70092115 34450   0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000  0.35355338 -0.00000000
  70108218 16103   0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338 -0.35355338  0.00000000
  70147159 38941   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000
  70235093 87934   0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000
  70250226 15133   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000
  70306927 56701   0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000
  70334909 27982   0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338
  70352079 17170   0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000
  70363354 11275   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338
  70366386 3032   -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000 -0.50000000
  70401241 34855   0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.50000000  0.00000000
  70410454 9213    0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338
  70482893 72439   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  70549497 66604   0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338
  70573602 24105   0.50000000 -0.00000000 -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000
  70574508 906     0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000 -0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000
  70624361 49853   0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338
  70631370 7009    0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338
  70659514 28144   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338
  70692030 32516  -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.50000000 -0.00000000
  70760564 68534   0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000
  70775557 14993  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000
  70811352 35795   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338 -0.35355338  0.00000000 -0.35355338  0.00000000
  70822048 10696   0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000
  70849537 27489   0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338
  70863804 14267   0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  70967448 103644  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000
  71042427 74979  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  71046420 3993    0.35355338 -0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338
  71064282 17862  -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.00000000 -0.50000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000
  71079654 15372  -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.50000000
  71184638 104984  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000
  71222471 37833   0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000
  71305917 83446   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338
  71311233 5316   -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000
  71318641 7408    0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338
  71394138 75497   0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.35355338  0.00000000
  71413666 19528   0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000  0.35355338 -0.00000000  0.35355338 -0.00000000 -0.35355338 -0.00000000
  71492214 78548   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000
  71522258 30044   0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338  0.00000000 -0.35355338
  71546003 23745   0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000
  71587293 41290  -0.00000000  0.00000000  0.50000000 -0.00000000 -0.00000000  0.50000000 -0.00000000  0.00000000 -0.00000000 -0.50000000 -0.00000000  0.00000000 -0.00000000  0.00000000 -0.50000000  0.00000000
  71602608 15315   0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000 -0.35355338  0.00000000
  71635565 32957   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338 -0.00000000 -0.35355338 -0.35355338  0.00000000
  71721474 85909  -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000  0.50000000 -0.00000000
  71734864 13390   0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338
  71771470 36606   0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338 -0.00000000 -0.35355338
  71801584 30114   0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.70710677  0.00000000
  71843608 42024   0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338
  71855952 12344   0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.00000000 -0.35355338
  71863193 7241    0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000
  72011188 147995  0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.00000000  0.35355338  0.00000000 -0.35355338
  72020519 9331    0.35355338  0.00000000  0.00000000  0.35355338  0.00000000  0.35355338  0.35355338  0.00000000  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000
  72069973 49454   0.50000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000 -0.50000000  0.00000000
  72122694 52721   0.35355338  0.00000000 -0.00000000 -0.35355338  0.00000000  0.35355338 -0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338
  72176764 54070   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000
  72179231 2467    0.35355338  0.00000000 -0.00000000 -0.35355338 -0.00000000 -0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.35355338  0.00000000  0.00000000  0.35355338
  72235740 56509  -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000  0.50000000 -0.00000000 -0.50000000 -0.00000000
  72332979 97239   0.35355338  0.00000000 -0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000 -0.35355338  0.35355338  0.00000000  0.35355338  0.00000000  0.00000000 -0.35355338  0.00000000  0.35355338
  72337131 4152    0.00000000  0.00000000  0.50000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000  0.00000000
  72359457 22326  -0.00000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000  0.50000000 -0.00000000 -0.00000000 -0.00000000 -0.50000000 -0.00000000 -0.00000000 -0.00000000
  72375861 16404   0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.35355338 -0.00000000 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.00000000  0.35355338 -0.35355338 -0.00000000 -0.00000000  0.35355338
  72400432 24571   0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000  0.35355338 -0.00000000 -0.35355338  0.35355338 -0.00000000 -0.35355338 -0.00000000 -0.00000000 -0.35355338 -0.00000000  0.35355338
  72417752 17320   0.00000000  0.00000000  0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.50000000
  72435367 17615   0.35355338  0.00000000 -0.00000000 -0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338 -0.35355338  0.00000000  0.00000000  0.35355338  0.35355338  0.00000000 -0.00000000 -0.35355338
  72436121 754     0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000 -0.00000000 -0.50000000 -0.50000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.50000000
