# Shadow tomography log started 2019-12-31 04:46:40
# Dimension = 2
# True state = (-0.30738525  0.10128641 -0.25510160  0.91114134)
# N        C              re0         im0         re1         im1
  957343463 138452 -0.55498143 -0.37356528  0.25857985 -0.69683646
  957412953 69490   0.03257682 -0.74255191 -0.65653850  0.12850139
  957597475 184522  0.40716694  0.71332448  0.32194633  0.47088622
  957638244 40769  -0.51540601  0.24441750  0.71120919 -0.41085060
  957788257 150013 -0.07273471 -0.35060319 -0.87868699  0.31574711
  957861404 73147   0.93027637 -0.07983067  0.08024358  0.34896118
  958018791 157387  0.14653466 -0.82787717 -0.21752378 -0.49581286
  958078365 59574  -0.53881209  0.05318380  0.65001979 -0.53322349
  958195922 117557 -0.27000846 -0.09456536  0.75359847  0.59181261
  958300697 104775  0.06288009 -0.95613750  0.10996072 -0.26411326
  958473412 172715  0.11167628 -0.03750942 -0.31562575 -0.94154226
  958553259 79847   0.69685370 -0.70747182  0.08388113  0.08271944
  958578255 24996  -0.26751242  0.86757042  0.35813507 -0.21794023
  958791171 212916 -0.04135309 -0.41719132  0.53209674 -0.73560478
  958830239 39068  -0.60575480 -0.40395150  0.19510785  0.65712802
  959016357 186118  0.67840234 -0.09825766  0.62063647  0.38069157
  959079582 63225   0.27712620  0.43370799 -0.73168530 -0.44691730
  959236444 156862 -0.16637453 -0.84108142 -0.31114353 -0.40998933
  959252420 15976   0.57884434 -0.53398459 -0.35508731  0.50369902
  959487316 234896 -0.56655842  0.24251032 -0.64273860  0.45506856
  959492766 5450    0.84331631  0.24734658 -0.42385550 -0.21905202
  959717597 224831 -0.40807609 -0.24720676 -0.65114626 -0.59022985
  959840081 122484 -0.25904773  0.19108205  0.91156001  0.25581295
  959934087 94006  -0.89771271  0.30082191 -0.26822845 -0.17796509
  959986305 52218  -0.63151969 -0.69751174  0.32214372 -0.10432485
  960168448 182143 -0.27089948 -0.20315935 -0.82359451  0.45500751
  960276064 107616 -0.20039462  0.27995176  0.93467097 -0.08865201
  960390733 114669  0.39400911  0.85218885 -0.14097933  0.31409525
  960463071 72338  -0.10517098 -0.45861149 -0.24709050  0.84708963
  960596208 133137  0.55104792  0.68917396  0.07739356  0.46410740
  960810699 214491  0.58109207  0.03808496  0.78494234 -0.21153501
  960821974 11275   0.44448245 -0.68067385 -0.14395983  0.56426415
  960943878 121904  0.09881466 -0.27192025 -0.83689304  0.46465588
  961030532 86654   0.11093324  0.95078329 -0.16318187  0.23890717
  961137782 107250  0.89708924  0.12167332  0.17764885  0.38583336
  961247843 110061 -0.11406408 -0.40916486 -0.60548752  0.67302182
  961355845 108002 -0.37481562  0.11795863  0.25438335 -0.88367874
  961464828 108983 -0.91028608  0.13030066 -0.16843805  0.35500650
  961593383 128555 -0.16997144 -0.18226256  0.95758524 -0.14463949
  961676703 83320   0.07739657 -0.96534960 -0.19369026 -0.15682478
  961763614 86911  -0.66549404  0.72430303 -0.17191140 -0.05430714
  961913335 149721  0.01476704 -0.17967952 -0.92223935  0.34201139
  962004069 90734   0.82825040 -0.42621489  0.28297583  0.22861938
  962120163 116094  0.29532419  0.21242825  0.19196405 -0.91148651
  962312703 192540  0.61832358 -0.08537276  0.46393833 -0.62860852
  962356190 43487  -0.12420474  0.77133691 -0.37182872 -0.50135413
  962492602 136412  0.01181315  0.68930565 -0.67043504  0.27429005
  962552265 59663   0.46476926  0.55561471  0.33232375 -0.60402215
  962599976 47711   0.27260444  0.93394642  0.17929154 -0.14589535
  962785532 185556  0.15586873 -0.17069226  0.91690676  0.32534763
  962891352 105820 -0.96641994 -0.01746820 -0.25301439 -0.04136517
  962999467 108115 -0.24708608 -0.06838000  0.88493170  0.38880396
  963103402 103935 -0.20984864 -0.22733033  0.73296651  0.60584203
  963233353 129951 -0.25931553  0.91489886 -0.04364853  0.30628473
  963383268 149915 -0.07884738  0.08734927  0.32963432 -0.93674672
  963463585 80317  -0.99300059 -0.01015022 -0.10902742  0.04426992
  963522447 58862   0.47584803 -0.11126381 -0.84766198  0.20653859
  963699498 177051  0.28958510  0.82300029  0.16648432  0.45944962
  963820446 120948  0.37071375  0.25516784 -0.70521455  0.54784407
  963920968 100522 -0.75235998  0.48105629  0.11630291  0.43475619
  963945218 24250   0.92508632 -0.13789033 -0.33557928  0.11219671
  964151526 206308  0.17332990  0.30847739  0.59290971  0.72336472
  964254293 102767 -0.84763256 -0.03217451 -0.12860573  0.51375521
  964364606 110313 -0.05187811 -0.52706025  0.84318760  0.09247065
  964535147 170541  0.03839453  0.07197319 -0.85023380  0.52004635
  964586771 51624  -0.61170931  0.78686558  0.06723726  0.04618907
  964665050 78279   0.44131277  0.71669669 -0.49327877  0.21969285
  964790468 125418 -0.32465800 -0.43149284 -0.73369495  0.41243524
  964893219 102751 -0.73857100  0.62740173 -0.13512277  0.20645041
  965022513 129294 -0.13539293  0.20627334  0.28061585 -0.92756391
  965159442 136929 -0.12966512 -0.14986843  0.95182629 -0.23399385
  965245519 86077  -0.97829080 -0.06060951 -0.10087906  0.17057844
  965403375 157856  0.30103710  0.54704120  0.78068000 -0.02571622
  965469388 66013   0.53293712 -0.57105220  0.21396766  0.58659633
  965512883 43495   0.68138372  0.72878681 -0.01946495 -0.06486245
  965676076 163193  0.06046872  0.03048861  0.59865338  0.79814041
  965857005 180929  0.29467010 -0.50724077 -0.28305130 -0.75878739
  965916042 59037  -0.75459170  0.29405391  0.18224204 -0.55759439
  966031693 115651  0.54029691  0.24811715 -0.38344251  0.70674534
  966122919 91226   0.18124413  0.78336945  0.58687824 -0.09516719
  966154563 31644   0.06617087  0.65991987  0.11990531 -0.73874887
  966369555 214992  0.23129482  0.71177938  0.03536442  0.66228557
  966508504 138949 -0.61752908  0.15920653 -0.02092482  0.76998265
  966584717 76213   0.66816004  0.38324051 -0.45758460  0.44419051
  966751651 166934  0.39370111 -0.76882143  0.19777684 -0.46346238
  966808783 57132   0.35876651 -0.35383562 -0.57110339  0.64801842
  966855934 47151   0.73988932  0.54209515  0.10602180 -0.38400004
  967015564 159630  0.38807692  0.08996085  0.12357881  0.90886282
  967181227 165663  0.51560777 -0.60615245  0.60510208 -0.02406882
  967263017 81790  -0.45007564 -0.40516633  0.00929133  0.79572975
  967373931 110914  0.61817914 -0.02461754 -0.01727813 -0.78546164
  967467710 93779  -0.14049471 -0.77298756  0.61057017 -0.09977745
  967509828 42118  -0.58361685 -0.47683226  0.05076705  0.65532059
  967692230 182402  0.35062916  0.55595105 -0.18336150  0.73099671
  967851792 159562 -0.11725719  0.02658134  0.79658582  0.59244850
  967920298 68506   0.94356468 -0.30859339  0.10273167  0.06246614
  967987497 67199   0.32533723  0.71663260 -0.61630073  0.02769142
  968131133 143636 -0.27345956  0.55300386  0.52501937  0.58631157
  968239636 108503  0.25971372 -0.07058632 -0.92737615  0.25988425
  968370498 130862  0.96016764 -0.07512956  0.26814174 -0.02310098
  968544703 174205  0.68606812  0.37897438  0.61575169 -0.08086294
  968603063 58360  -0.38333486  0.48861369  0.02350217 -0.78342753
  968787202 184139 -0.13783697 -0.10717983  0.36401984 -0.91487869
  968838344 51142   0.64837804 -0.74102589 -0.15822684 -0.07382963
  968890655 52311  -0.60092419 -0.36192210  0.70793516 -0.08203853
  969074776 184121 -0.68449866 -0.19840387 -0.65266075  0.25716034
  969175270 100494 -0.34857957 -0.06944513  0.88489706 -0.30104295
  969292742 117472 -0.50268471  0.78802141 -0.01537110  0.35509727
  969436678 143936  0.02509284  0.03589810 -0.94162036  0.33381547
  969483893 47215   0.05155596  0.99770921  0.04276452  0.00946150
  969585272 101379  0.40506273 -0.89193449  0.09989451 -0.17435062
  969707671 122399 -0.11915516 -0.16179956  0.50428898  0.83983068
  969826310 118639 -0.22865905  0.28418916 -0.19530374 -0.91038893
  969930623 104313 -0.93008544 -0.04350434 -0.24288478  0.27213127
  970074865 144242  0.16702716  0.90630745  0.07894951  0.38009960
  970153298 78433   0.04089187 -0.38605257 -0.07638717  0.91839875
  970224352 71054   0.38594596  0.22732293 -0.86744773 -0.21657432
  970369664 145312 -0.88682881  0.11359866 -0.40989139  0.18060745
  970602393 232729  0.67966106  0.00697697  0.71281539  0.17293461
  970625592 23199   0.59082240 -0.43467351 -0.62429575  0.26877992
  970867284 241692  0.41456884  0.37238520  0.60766468  0.56586711
  970867797 513     0.82921390 -0.04320022 -0.55693545  0.01899895
  970934664 66867  -0.71379480 -0.21090458  0.48817841 -0.45573905
  971094400 159736 -0.62689192 -0.23026672 -0.57577674  0.47166186
  971312069 217669  0.38221647 -0.46829983  0.18669757 -0.77443519
  971338711 26642  -0.69202814  0.39459207  0.34361185 -0.49731786
  971475250 136539  0.12837464 -0.07222813 -0.12833927  0.98073038
  971542044 66794  -0.46881215 -0.87092952 -0.14567102 -0.02183814
  971682411 140367 -0.82844455 -0.17253024 -0.29716887 -0.44227096
  971768506 86095   0.48827151 -0.21331637 -0.79138970 -0.29964881
  971956248 187742 -0.32924939 -0.72679960 -0.39691486 -0.45366923
  972004897 48649   0.00386116  0.60277879 -0.23565962 -0.76230399
  972101249 96352  -0.76255433 -0.27611745 -0.25562625  0.52623689
  972209024 107775 -0.42852401  0.39829289 -0.48697073 -0.64852869
  972357548 148524 -0.20488886 -0.66787264 -0.70337404 -0.13126939
  972432219 74671  -0.70233472  0.13672102  0.19970248 -0.66944173
  972666570 234351 -0.12320350  0.53147962 -0.48296366  0.68490613
  972676751 10181  -0.65638397 -0.52106659  0.26796932  0.47522851
  972793060 116309 -0.74501969 -0.14910901 -0.00757127 -0.65011910
  972877779 84719  -0.56796867  0.31642338  0.49954746  0.57248596
  972916143 38364  -0.77869728  0.37760964  0.21777281 -0.45123887
  973114014 197871  0.10692478 -0.48949832 -0.37999633 -0.77753538
  973334655 220641 -0.09235393  0.32737521 -0.15921267  0.92679423
  973357485 22830   0.89898492 -0.27590276 -0.31295445  0.13327899
  973541813 184328  0.20619506 -0.01165092  0.91685807  0.34164181
  973582169 40356   0.97194257  0.11258545 -0.17835191 -0.10412850
  973788803 206634 -0.73948501  0.12045723 -0.64917167  0.13125590
  973813400 24597   0.55305530  0.36439238 -0.64085869 -0.38813420
  973886329 72929   0.01396861  0.84582162 -0.52592362 -0.08828935
  974013873 127544 -0.02078791 -0.53287759 -0.83720006 -0.12126579
  974134155 120282  0.73645837 -0.33945784  0.42053385  0.40687679
  974219942 85787   0.30795112 -0.49755759 -0.79720485 -0.14854958
  974385190 165248  0.63797843  0.61875818  0.30818179  0.33933143
  974452370 67180  -0.35590122  0.28888779  0.72412080 -0.51529335
  974620054 167684  0.69292109  0.53324430  0.26643694  0.40561342
  974695409 75355   0.18674975 -0.44792345 -0.58223781  0.65229460
  974758397 62988  -0.91137068 -0.10151015  0.01889909  0.39842440
  974923642 165245 -0.19114812  0.35008795 -0.86406976 -0.30705745
  975121783 198141 -0.16816873  0.68022790  0.20907578  0.68212653
  975164616 42833   0.07889499  0.70907324 -0.42438660 -0.55757218
  975264223 99607   0.87788958 -0.15916996  0.06707837 -0.44662658
  975386570 122347  0.06358198 -0.44713772  0.79558591  0.40381711
  975457229 70659   0.92813300  0.34091417 -0.01836142  0.14835607
  975615528 158299 -0.10525257 -0.10615348 -0.52587583  0.83732189
  975716633 101105  0.32708956 -0.07295119 -0.93359301 -0.12686462
  975831485 114852  0.87463537  0.35029061  0.24850844  0.22483996
  975892058 60573  -0.68663903 -0.69622204 -0.11746247  0.17321744
  976065263 173205 -0.07889392 -0.19384908  0.81635310 -0.53829908
  976118693 53430   0.46132276 -0.25401311 -0.76747622  0.36556656
  976294605 175912  0.60976993 -0.59231688  0.39865969 -0.34411015
  976441179 146574  0.05133946  0.70595537 -0.61208885  0.35261667
  976508366 67187  -0.59859123 -0.37507309 -0.07748410  0.70356587
  976558904 50538   0.68127388 -0.43616503 -0.03528324  0.58683990
  976739870 180966 -0.47966487 -0.33992291 -0.76664980  0.25811260
  976791102 51232   0.47082019  0.60837428  0.02451059 -0.63844210
  976982486 191384  0.56869715  0.29119176  0.29997852  0.70838111
  977121994 139508 -0.05842914 -0.81123303  0.46549938 -0.34899475
  977192868 70874   0.34643682 -0.46740619 -0.81154124 -0.05397965
  977424102 231234 -0.39954125  0.39478853 -0.69588366  0.44749831
  977431417 7315    0.45640255 -0.69007646 -0.39988952  0.39443576
  977534744 103327 -0.78713180 -0.38523400  0.03917536 -0.48008707
  977642761 108017 -0.38869336  0.28449214  0.74003698  0.46939000
  977816746 173985 -0.25752689  0.11156502 -0.06581698  0.95754962
  977871304 54558   0.29837183  0.91225402 -0.27700977 -0.04508259
  977953534 82230   0.10194280  0.41340958 -0.73215369 -0.53164947
  978080327 126793 -0.41910830  0.80190300  0.09266074  0.41558850
  978258833 178506  0.09522351 -0.42223449  0.88637948 -0.16426179
  978308892 50059  -0.85063107 -0.29845820  0.02923941  0.43185014
  978429496 120604 -0.15842058  0.23170289 -0.27960391 -0.91817119
  978524125 94629  -0.00512385  0.95978666  0.21810786  0.17666995
  978560999 36874  -0.13691795 -0.97687592  0.13573665  0.09242547
  978742374 181375  0.16225957 -0.02527328  0.54267736 -0.82373198
  978935456 193082  0.24452993 -0.65229648 -0.17108716 -0.69673783
  978972567 37111   0.13798205 -0.70404217  0.27507160  0.64001656
  979087261 114694  0.76441642  0.52332135  0.37585019 -0.02321488
  979196478 109217 -0.35597975 -0.12280356  0.87645925 -0.30002815
  979362876 166398  0.66102190  0.00760948  0.47686144  0.57930589
  979408129 45253  -0.49823356  0.56103072  0.66084282  0.01716483
  979576595 168466  0.11937209  0.18946275  0.94459662 -0.23998209
  979634241 57646   0.77344142  0.59299455 -0.18440609  0.12704418
  979650138 15897   0.83483683  0.18122480 -0.38871658 -0.34511514
  979846489 196351  0.36790133  0.36722425  0.23117878  0.82240582
  979867816 21327  -0.95394811 -0.03170215  0.29640172 -0.03352607
  980091291 223475 -0.19342353 -0.22707997 -0.71794799 -0.62894571
  980239608 148317 -0.14083889 -0.30549633  0.91701267 -0.21429925
  980318364 78756  -0.80868242 -0.48256517 -0.22693252  0.24832486
  980388539 70175   0.72302718 -0.68691884 -0.07327830  0.00212171
  980574922 186383  0.07329926 -0.00119540  0.75336151  0.65350763
  980623802 48880   0.60578301  0.43068241 -0.66642009  0.05851382
  980813908 190106 -0.22072535  0.63152191  0.26834766  0.69314496
  980924588 110680  0.26344064  0.77125604 -0.47038857  0.33837514
  981014731 90143   0.10526759  0.56980864  0.72398432 -0.37427739
  981241108 226377 -0.27204451  0.27013460 -0.66406298  0.64190299
  981250357 9249   -0.35613607  0.85216558  0.15257361 -0.35171326
  981328988 78631   0.27305322 -0.55757384 -0.77902972 -0.08755590
  981453238 124250  0.78362018 -0.02219823  0.22554008  0.57842746
  981458172 4934    0.26427926 -0.79779117 -0.27002804  0.46986230
  981689161 230989 -0.10403540  0.53184806 -0.32331795  0.77574466
  981823321 134160  0.27467838 -0.20796410  0.33779055  0.87589969
  981914094 90773   0.87696778  0.33500780  0.20709093 -0.27533730
  981931466 17372  -0.18613087  0.82906444 -0.04687603 -0.52517625
  982145402 213936  0.52226197  0.07245615  0.83716190 -0.14543895
  982277615 132213  0.65419944  0.60476710  0.45368643  0.02117689
  982360122 82507  -0.45098835 -0.05375263  0.74478195 -0.48889673
  982417125 57003  -0.86217131 -0.06919056  0.08534063  0.49456070
  982569445 152320  0.39774782 -0.30605551  0.68117485  0.53303613
  982775331 205886 -0.66713345  0.32493322 -0.58056925  0.33509805
  982794538 19207   0.01195924 -0.67023007  0.03886221  0.74103871
  982965283 170745 -0.26079268 -0.46823365  0.31220354 -0.78439363
  983000117 34834   0.28380180 -0.79511066 -0.50510540  0.17923200
  983229460 229343 -0.20984523 -0.39012118 -0.28053291 -0.85151144
  983236366 6906   -0.70381467  0.55535156  0.39027214 -0.20956434
  983382567 146201 -0.33997929  0.12851888  0.62427804  0.69150120
  983469391 86824  -0.19514924 -0.91094114  0.30322631 -0.20039168
  983576789 107398 -0.44165453  0.00991257  0.39838954 -0.80382137
  983688455 111666 -0.69643380  0.56552894  0.08753115  0.43300725
  983837329 148874 -0.58370746 -0.33189290 -0.60659027  0.42565355
  983909309 71980   0.35490015  0.65052178 -0.67035617  0.03859922
  983962596 53287   0.00405517  0.82735026  0.52623420 -0.19634835
  984125614 163018 -0.18947726  0.52874708 -0.82733289  0.00672178
  984266677 141063  0.04848207  0.61266149  0.77002871  0.17132183
  984335346 68669  -0.70544272  0.35305235 -0.10163193 -0.60611514
  984339386 4040    0.62650885 -0.62194940 -0.39339420  0.25672283
  984551619 212233 -0.03076780 -0.46874188  0.12144987 -0.87440512
  984605093 53474  -0.51228602  0.85661907  0.01653967  0.05910362
  984768557 163464  0.05422973 -0.02873908 -0.26780833  0.96151542
  984926891 158334  0.34719614  0.49469946  0.76569157 -0.22009929
  984998143 71252   0.21992705 -0.76574106  0.49477754  0.34708486
  985110744 112601  0.42020467 -0.84402994  0.21095860 -0.25794953
  985207508 96764  -0.19413116  0.27084051  0.70552334 -0.62545610
  985387644 180136  0.76018741  0.05707083  0.53257655  0.36772305
  985433835 46191  -0.63288302 -0.13534067  0.56293610  0.51404760
  985483648 49813   0.50926468 -0.28582100 -0.79452089  0.16641032
  985679267 195619 -0.28853615 -0.75875077 -0.03409668 -0.58299363
  985907845 228578  0.24393916  0.62542387  0.33914396  0.65902962
  985920979 13134   0.52971321 -0.51840388 -0.42876844  0.51654521
  986086529 165550  0.44800869  0.28168200  0.74632893 -0.40365405
  986144492 57963   0.36337913 -0.76674577  0.30511637  0.43238933
  986325248 180756 -0.04755452 -0.07715347  0.81136935 -0.57746488
  986375323 50075  -0.94325475 -0.31946266 -0.02333237  0.08757677
  986516154 140831 -0.14732638  0.15413925  0.91681842  0.33760925
  986600632 84478   0.83797732  0.50232464 -0.02764991  0.21142245
  986832741 232109  0.48185959 -0.01361054  0.86691067  0.12685416
  986837612 4871   -0.48179008 -0.73178166  0.19157865  0.44234775
  986913422 75810   0.81087822 -0.50639859  0.20079318  0.21382021
  987066918 153496  0.21736514  0.19695020  0.49186523 -0.81977534
  987220728 153810 -0.39141426 -0.32475593 -0.74229723  0.43626057
  987280455 59727   0.08408762  0.85688840 -0.49290587 -0.12536082
  987407187 126732 -0.26483620  0.05235937  0.49536872 -0.82566949
  987503726 96539   0.20294426  0.94124063  0.23384608  0.13489153
  987601965 98239  -0.40205506 -0.21129110  0.82690829 -0.33155766
  987731803 129838 -0.09111412  0.88623136  0.31380621  0.32835630
  987809515 77712   0.35892149  0.29128755 -0.47731197 -0.74732872
  987982822 173307 -0.67491439  0.57516736 -0.42839077  0.17365029
  988069599 86777  -0.87921445  0.32465970 -0.22752094 -0.26422008
  988203417 133818  0.01400550 -0.34839902 -0.89054423  0.29215228
  988422363 218946  0.37056753  0.50750004  0.52454065  0.57443932
  988430298 7935    0.77657844 -0.04526965 -0.61959163  0.10479886
  988494262 63964  -0.95600730  0.00967258  0.03362993 -0.29124820
  988657697 163435  0.27710900 -0.09574491 -0.19705084 -0.93552898
  988767422 109725 -0.72768531  0.43618472 -0.40165304 -0.34480693
  988876336 108914 -0.48776160 -0.20568327 -0.06580775  0.84584417
  988922022 45686  -0.90285206 -0.34545658  0.21340194 -0.14134185
  989100921 178899  0.22178781 -0.12778134  0.09426656 -0.96207895
  989198941 98020  -0.00016215  0.94640833 -0.24954031  0.20503870
  989312499 113558 -0.30113187 -0.11675116  0.29601828  0.89892266
  989542787 230288  0.47091672  0.09850926  0.87244173 -0.08589990
  989559583 16796  -0.57089011  0.66529531  0.18948779 -0.44222281
  989654956 95373   0.20515212  0.52653370  0.64251632 -0.51754000
  989761788 106832  0.80974268 -0.15808752  0.27059689  0.49608714
  989874715 112927  0.72426893  0.40506847 -0.05358709  0.55541199
  989958016 83301   0.53863558  0.14569063 -0.12367877 -0.82057877
  990115532 157516 -0.38952241 -0.08345336  0.14498838 -0.90569653
  990185907 70375   0.91627265  0.04186001 -0.00265438 -0.39835302
  990256634 70727  -0.82204817 -0.33318775  0.22394305 -0.40382204
  990398375 141741 -0.42111906  0.18942404  0.26334733  0.84700972
  990426761 28386   0.07670572  0.93357711 -0.26757981 -0.22572340
  990633727 206966 -0.19317151  0.29194996  0.18934445  0.91738687
  990836887 203160  0.38941421  0.28149768  0.87528292 -0.05473059
  990872306 35419  -0.86603550  0.13819601  0.31835011 -0.35991330
  990963101 90795   0.50193977 -0.60040543 -0.47114269 -0.40693285
  991075476 112375 -0.47651837  0.40062454 -0.49390219 -0.60703447
  991194325 118849  0.32670256 -0.08378264 -0.68974111 -0.64070517
  991290492 96167  -0.22861031 -0.91322683  0.23095984 -0.24578780
  991307233 16741   0.49224081 -0.51827533 -0.40822962  0.56783646
  991531988 224755 -0.20367796  0.66903285 -0.11330851  0.70574182
  991696293 164305  0.52481303 -0.29618379 -0.03615640 -0.79720710
  991755544 59251   0.14836030  0.78411458 -0.57890591 -0.16739622
  991804952 49408   0.88010474  0.31327302 -0.02081287 -0.35614953
  991997756 192804  0.34521490 -0.09001296  0.56937338  0.74063371
  992011028 13272  -0.16414127 -0.84031394 -0.15953319  0.49140542
  992240333 229305 -0.46805290 -0.21876154 -0.50217974 -0.69345899
  992249061 8728   -0.86078373 -0.16951654  0.42232937  0.22793293
  992457157 208096 -0.44444116  0.18107338 -0.87404219  0.07572799
  992669687 212530 -0.27790201  0.34334585 -0.87139649  0.21342976
  992696704 27017   0.50510390 -0.74145408 -0.41892976  0.14004913
  992760586 63882   0.62585557 -0.27233122 -0.53637173 -0.49643316
  992892201 131615 -0.50651113  0.52686525 -0.64067075 -0.23537305
  993008467 116266 -0.37069704  0.37695425  0.61173096  0.58845088
  993091245 82778   0.63342777  0.56502961 -0.34755908  0.39838861
  993153196 61951  -0.24283376 -0.81720140 -0.45779492  0.25226465
  993304375 151179 -0.48151259  0.20336976 -0.49147029 -0.69659408
  993435279 130904 -0.79212739 -0.51003534 -0.19914640 -0.26970143
  993537118 101839  0.33493667  0.01468261 -0.86534856 -0.37252345
  993557273 20155  -0.35123564  0.64964257  0.50550003 -0.44617011
  993805414 248141  0.66303981 -0.12237756  0.72792985  0.12457958
  993934003 128589 -0.04938425 -0.20866564 -0.31523125  0.92447234
  994026321 92318  -0.04380166  0.97575676 -0.12211332  0.17626256
  994276015 249694  0.31439961  0.61132402  0.09050944  0.72058579
  994303963 27948  -0.35773358 -0.63203047  0.11290162  0.67809836
  994482884 178921 -0.04073918 -0.03078492 -0.19608320 -0.97925685
  994542982 60098   0.89492035  0.44329468 -0.01916848 -0.04732824
  994605696 62714   0.60932114 -0.66980944  0.25062933  0.34244415
  994759306 153610 -0.22377262  0.36056743  0.65864726  0.62137004
  994870826 111520  0.15591476 -0.25044334 -0.22162383  0.92943617
  994995579 124753 -0.31254589  0.90293067 -0.00309071  0.29499445
  995192319 196740 -0.63197864  0.60153051 -0.44144721  0.20949559
  995255523 63204   0.05523628 -0.48550283 -0.36443605  0.79273093
  995361773 106250 -0.02332322 -0.82984237 -0.54692169 -0.10814038
  995472863 111090 -0.33045317  0.44901935 -0.54304802 -0.62791812
  995581793 108930  0.34907330 -0.24836506 -0.07339916  0.90059713
  995703933 122140 -0.83406451 -0.34756153 -0.38073947  0.19640474
  995865903 161970 -0.25339733 -0.17325132 -0.70236338  0.64223006
  995917520 51617  -0.51513123  0.80025845 -0.21335242 -0.22069656
  996064970 147450  0.14109090 -0.21936575 -0.90464160 -0.33703947
  996134777 69807   0.51764300 -0.81487284  0.24491888  0.08968119
  996200785 66008  -0.50551104  0.04670830  0.70376045 -0.49698908
  996354957 154172 -0.81694338 -0.27364289 -0.49759332  0.10061792
  996360127 5170   -0.63362024  0.57464042  0.44749174 -0.26089255
  996591302 231175 -0.15847567  0.49315235 -0.42481558  0.74244053
  996644914 53612   0.53648549  0.10755644 -0.80778988 -0.21929534
  996841517 196603  0.64800879 -0.52981085  0.44590879 -0.31709686
  996885014 43497  -0.52108164  0.53834657  0.02479809 -0.66184738
  997082327 197313 -0.59091372 -0.29912854 -0.72345659  0.19481700
  997121043 38716   0.44542760 -0.59462273 -0.61460514  0.26510107
  997342307 221264  0.46018740 -0.48605105  0.71149000 -0.21392504
  997480318 138011  0.74737626  0.01618419  0.22446821  0.62512464
  997554794 74476   0.18965403 -0.63655176 -0.74534653  0.05737377
  997602339 47545  -0.91273841  0.12207966  0.17511730  0.34833761
  997776663 174324  0.16276736  0.35427665 -0.66523054  0.63675990
  997783234 6571    0.71549088  0.40125773 -0.52729245 -0.22142202
  998017906 234672 -0.47822835  0.31362826 -0.63058125  0.52469253
  998079152 61246  -0.63977159  0.46208505  0.52188829  0.32373189
  998241340 162188 -0.53166148 -0.30741793  0.10558288 -0.78210136
  998485474 244134 -0.16901308  0.46330867 -0.35704133  0.79328503
  998487692 2218   -0.20029779 -0.84655800  0.07818435  0.48693691
  998577883 90191  -0.37564751 -0.87956158 -0.28449496 -0.06574945
  998702399 124516  0.29177110  0.01140161 -0.59378444  0.74977308
  998828765 126366 -0.23148230 -0.12431992  0.96386323 -0.04391109
  998925469 96704   0.54603755 -0.79548947  0.01658748 -0.26222958
  998998925 73456   0.57301810 -0.73756328 -0.25857279 -0.24655785
  999135913 136988 -0.34700846 -0.08506344  0.31280481 -0.88005823
  999357629 221716 -0.44142677  0.31041095 -0.57664603  0.61340590
  999361152 3523   -0.82957441 -0.14350523  0.53936285 -0.01732834
  999428883 67731  -0.75065868  0.54648383 -0.19592119 -0.31540744
  999580347 151464 -0.19156926  0.31806947  0.75809606  0.53611882
  999655748 75401   0.24776924  0.31963846 -0.53370656 -0.74269709
  999781807 126059  0.83271949 -0.37817972  0.37405531 -0.15375619
  999959829 178022 -0.41411846  0.63567967 -0.60360283  0.24511401
  1000003692 43863   0.48997288  0.42935281 -0.18298010 -0.73627510
  1000112816 109124 -0.90879703  0.24941524 -0.29772031  0.15245526
  1000208117 95301  -0.09971998 -0.31927404  0.45853136  0.82332801
  1000280361 72244   0.87936052 -0.44398527  0.17043832 -0.02351450
  1000409968 129607 -0.15006853  0.08415218  0.96906489 -0.17694938
  1000605646 195678 -0.03536651  0.79142000 -0.01116437  0.61014666
  1000642659 37013  -0.45744225  0.40391853  0.57981239 -0.53982775
  1000664408 21749   0.78403707  0.55004783 -0.25960550 -0.12384769
  1000876551 212143  0.23230274  0.16961339  0.85646684  0.42863888
  1001007007 130456  0.79893750 -0.42158537  0.19425962 -0.38239750
  1001084849 77842   0.37556689  0.20715733 -0.89777155  0.10020779
  1001166768 81919  -0.10537215 -0.85692869 -0.50359982  0.03093794
  1001298677 131909  0.48467418  0.14021725 -0.29004868  0.81320466
  1001457608 158931 -0.31274524 -0.03255819 -0.26793748  0.91068100
  1001517518 59910  -0.94384086  0.10146335  0.02366166 -0.31354385
  1001542839 25321   0.78283550 -0.28556181 -0.53935384 -0.12132796
  1001733967 191128  0.47075178 -0.28985479  0.83314016  0.01595115
  1001855739 121772 -0.28177580 -0.24088750 -0.27337504  0.88760447
  1001948388 92649   0.39427505  0.84090593 -0.24549867  0.27776752
  1001989537 41149  -0.26771363 -0.63261712  0.54170593  0.48443749
  1002193156 203619  0.46683947 -0.55694336  0.17446864 -0.66440627
  1002254827 61671  -0.62266575 -0.76896589  0.04738922 -0.13686890
  1002411296 156469  0.09167597 -0.11213541 -0.98129377 -0.12682154
  1002608187 196891 -0.27647719  0.62217170  0.14974286  0.71696570
  1002650783 42596  -0.67594605 -0.28206324  0.66310139 -0.15438200
  1002832243 181460  0.00339307 -0.14115082 -0.59215976 -0.79335475
  1002873745 41502   0.52865595 -0.83701124  0.01436196  0.14045925
  1002942425 68680   0.28298596  0.47929802 -0.07315921 -0.82755066
  1003112623 170198  0.77969588  0.28682171  0.38871960  0.39837760
  1003268557 155934 -0.40847430  0.29305880 -0.66129882 -0.55673077
