# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  1957668  3915    0.12875677  0.07997671  0.03138916 -0.06628217  0.15908288 -0.08589812  0.04519766 -0.17089816 -0.32195842  0.11744266  0.13952446 -0.05326509  0.16177907  0.06311787 -0.02297865 -0.00237663  0.03040454 -0.19579176 -0.11615923  0.06752684 -0.10079727  0.11618443 -0.00823748  0.05471155  0.11406936 -0.10460471  0.17704621  0.02127179 -0.08077755 -0.10618960  0.20968105 -0.02455871  0.12105461 -0.01270993  0.11090575  0.04602715 -0.24166507  0.03717269 -0.26655222 -0.05719449  0.05795848  0.00250342 -0.18175956 -0.05654244  0.06398676 -0.29753982  0.00780268 -0.01538029  0.08647396 -0.02846020 -0.01982984  0.06751153 -0.06803018  0.14612700  0.09779642 -0.09287788 -0.00224393 -0.03855869 -0.25272142  0.14513137  0.03340072  0.24245430  0.18348174  0.04306613
  1959958  2290   -0.05579015  0.05035121  0.30051907  0.16044394 -0.01825553  0.06331744 -0.12799058 -0.10019476  0.13447525  0.10294773  0.07960395  0.14233182 -0.01299695  0.15574683 -0.15712430  0.04847449 -0.07243224 -0.07753186 -0.08031570 -0.26120890 -0.12799413 -0.07614582  0.12211391 -0.04008256 -0.11270682  0.03660143  0.04350228 -0.33431873  0.14294950 -0.05350931 -0.06756405  0.16447618 -0.11895178  0.07720645  0.12942381  0.06226425  0.03154746 -0.05765155  0.22379998 -0.01075806 -0.02722217  0.02881522 -0.17432806  0.04824378  0.04335585 -0.06082171 -0.02648167 -0.02478005 -0.17874586 -0.10204961  0.00733434 -0.06531511  0.26264046  0.00815053  0.01718301 -0.03103317 -0.03820309 -0.34958549 -0.04546338  0.06768653  0.01198181  0.12443422  0.18292010  0.02649267
  1966821  6863    0.04140264  0.23040383  0.07398863  0.18353436  0.23646238  0.07260876 -0.13193965 -0.14850693  0.02725556  0.19547230  0.11472515 -0.11185740 -0.03559403 -0.08525150  0.12072324  0.00649459  0.11116666 -0.13329247 -0.04593053 -0.07718976  0.12531288 -0.13645490 -0.03775371  0.03375159 -0.00931515 -0.16917286 -0.06566694  0.15966817  0.02064276 -0.02477021  0.23173052 -0.20963538  0.02062970  0.13656547 -0.18350944 -0.01460382  0.10247830 -0.00798602  0.17264705  0.02528087 -0.27672286 -0.07009274  0.16323179 -0.03761818  0.02407865 -0.01559944 -0.07755264  0.06132819 -0.15351061  0.13400186  0.25326688 -0.20108692 -0.18477517  0.03252236  0.13156289 -0.02921951 -0.10789067 -0.04090617  0.19969839  0.03630035  0.03521642  0.05709411  0.02744450  0.10947351
  1967602  781     0.07416521 -0.25751881 -0.03633383  0.09091848 -0.02272444 -0.11828282 -0.31379207  0.02412587 -0.05536313 -0.11567633  0.13559305  0.06907296  0.03132120 -0.19885313 -0.09339922 -0.11794794  0.16226370 -0.05489662 -0.23172833 -0.04835096  0.05683103 -0.01729932 -0.19265269  0.04527868  0.03142202  0.05431831  0.17313353  0.25358001  0.16423809  0.07496932 -0.11477206  0.00868489 -0.12759499 -0.05441437 -0.17815747 -0.15463034  0.16612854 -0.01017948  0.18430947 -0.07630505  0.15336573 -0.04010883 -0.07419680 -0.04723634 -0.02451337 -0.15283293 -0.03654937  0.00546684 -0.05195067  0.13597680  0.08277465  0.16414912  0.09797093 -0.14086570 -0.17656712  0.13205666 -0.01346659  0.12790340 -0.12726384  0.12566172  0.02436430  0.09292957  0.19609966  0.01783950
  1968919  1317    0.11290901 -0.14034625  0.03937345  0.10544716 -0.05900427  0.07084883 -0.17260638  0.04667668 -0.02876232  0.02095649 -0.06580675 -0.24218794 -0.07744007  0.23874179 -0.03256112  0.11236394 -0.23334945  0.00021158  0.03005542  0.14896586 -0.06022608 -0.38571526  0.02547373 -0.03286998  0.01327209  0.03869717 -0.09587172  0.21085245 -0.09607319 -0.06176188  0.15219582  0.06173970  0.04244905 -0.17808146  0.06575008  0.00863260  0.11389881  0.17457678 -0.01460606  0.00775822  0.07471217 -0.19393520  0.02169513  0.01676450  0.05668808  0.15854524 -0.21328606 -0.04919393 -0.14872525  0.04960362 -0.01908248  0.15117696  0.02035735  0.00478545  0.10034927  0.02908832  0.12290322 -0.04479624 -0.15953797 -0.23174886  0.05531718  0.27029701  0.00820452 -0.11403623
  1969498  579     0.03831331 -0.23178103 -0.09025944 -0.09083847  0.28543730 -0.05233032  0.07378709 -0.12763615 -0.14195564 -0.02580748 -0.15353722 -0.01990342 -0.01979064 -0.09588963  0.08400581  0.15617898  0.14538175 -0.08118251 -0.00575335 -0.18318243 -0.18019857 -0.16487872  0.19613405  0.13828991 -0.13138092  0.13730769 -0.06932698 -0.05918250  0.26505292  0.15680675  0.04832910  0.22982627  0.17123500  0.28289325 -0.05910359 -0.01715655  0.19257792  0.25971868 -0.17977327 -0.00938803 -0.03294252 -0.03254524  0.00559032  0.02721440 -0.10603252  0.00009142  0.02064271 -0.01841100 -0.00929323  0.16702683 -0.12675314 -0.06065266  0.09627167  0.01753493  0.06020720 -0.04184274  0.12180620  0.05525190  0.03166238  0.07426007  0.07121598 -0.06609138 -0.04006886 -0.02267345
  1970792  1294   -0.12562552 -0.24162644  0.16497352 -0.00876687 -0.16446965  0.15311196 -0.06027423 -0.02105502 -0.20917940  0.31464604  0.13697133  0.09551899  0.11664566 -0.01108458 -0.03675507  0.10569047  0.00579737  0.13408782 -0.12350465  0.14247880 -0.04831432 -0.03987815 -0.06786442  0.01270347 -0.16077051 -0.11964198 -0.01576921 -0.03266784  0.13890366  0.10153103 -0.04755993 -0.08760103  0.01659543  0.16049707 -0.14996203  0.00457620  0.03507114  0.04869731 -0.23798745  0.10991116 -0.15209658  0.14853619  0.01970334 -0.05837406  0.16358468  0.04196129  0.16055573 -0.00731766  0.04478505 -0.11394011  0.06990586  0.06506415  0.04961282 -0.03479035 -0.11837035 -0.03805473 -0.25042129  0.08362001  0.02615749 -0.34462340 -0.16656885  0.11406903 -0.03935062 -0.06998358
  1974517  3725   -0.30563350 -0.02153861  0.08688426 -0.02448937 -0.01329078 -0.03893827 -0.05444084 -0.12380941 -0.02561396 -0.08810366  0.18842231 -0.14061760  0.06804332 -0.06658656  0.42433127 -0.04294729 -0.08797580 -0.10056008  0.17153528 -0.19129698 -0.11486299 -0.20748853 -0.08588799  0.06402188 -0.07928460  0.14638012  0.02498816  0.00800622 -0.22749714 -0.13976391 -0.09319709 -0.05537126 -0.16356460  0.13402244  0.05050291 -0.09433263 -0.05368254  0.10615020  0.03003281 -0.00569817  0.08188867 -0.01535161 -0.11784483  0.14857628 -0.07483922 -0.04599886  0.04604473  0.23687974  0.18281611 -0.00835321 -0.07827915  0.12857583 -0.13500459  0.01094852 -0.18988658  0.00207594  0.04726852 -0.03913438  0.15327291 -0.07732216 -0.13136456  0.12012526  0.04179968  0.05446148
  1976322  1805    0.13419836 -0.07598594  0.08753600  0.10302681 -0.00137802 -0.06008144  0.23551016 -0.04063665  0.17683052 -0.05524897  0.02660909 -0.09065851 -0.12085661  0.13144354 -0.10023387 -0.10275897 -0.18819042 -0.10583717  0.32431285  0.02413347  0.02483709  0.12297326 -0.09892393  0.19090919  0.16887474 -0.12507145 -0.11656726 -0.00276130  0.09868909  0.05763085 -0.15268085  0.07341372  0.26938351  0.04617324 -0.17590880 -0.12068735  0.24526972 -0.08087366 -0.07078664  0.06130663  0.02777564 -0.03460508 -0.04645073  0.21425785  0.14179462 -0.23127761  0.01117748  0.22851826  0.01530101  0.02793708  0.01624277  0.04295680 -0.02252681 -0.17648548  0.04338068 -0.11070071 -0.14674773 -0.01978312 -0.01930855  0.02095861 -0.16458467  0.11223259  0.06684585 -0.01221206
  1977866  1544   -0.07926703  0.16987644 -0.06378968  0.02750880 -0.24335804 -0.08941448  0.08036791 -0.03845400  0.12791037  0.03154361 -0.19133023  0.18974721  0.10662830  0.06804929 -0.06080681  0.14828922  0.22155560 -0.01455535 -0.11166058  0.05945976 -0.10594876 -0.04929650  0.21812502 -0.10135313 -0.05531947  0.02731791  0.06160224 -0.02162061 -0.14805850 -0.06499419  0.01047427 -0.07226869  0.09922720 -0.08240554 -0.38188405 -0.11102628 -0.06893392  0.20370125  0.07310479 -0.13820239 -0.05730685 -0.10092604 -0.14005947  0.32371143  0.17028539 -0.10728371 -0.00256537  0.06517770 -0.14531323  0.02754101 -0.03554576 -0.08011220 -0.08560464  0.07213010 -0.07540881 -0.02990106  0.14204864  0.18531604 -0.00817091 -0.06480460 -0.10268584 -0.00243431  0.15961568 -0.07251912
  1979213  1347   -0.07631571  0.07681671 -0.07566346 -0.00359088  0.21847664 -0.06131201 -0.10601132 -0.09115128  0.20517955 -0.00539095 -0.09532101 -0.02890695  0.18197679  0.22889058 -0.02668130 -0.05204090 -0.07485820  0.05182117 -0.10509036  0.31459695  0.05300076 -0.02922409 -0.14408031 -0.20736065 -0.03278851 -0.03227259  0.01357426  0.09139663  0.21818280  0.00816635 -0.12185792  0.10481632 -0.14504907  0.16475875  0.04320265 -0.04225620  0.10424080 -0.11407465 -0.22209832 -0.10558833 -0.10681018 -0.05946284 -0.06092663  0.02517315 -0.20072881  0.10647512  0.21244865  0.12898368 -0.20463987 -0.20637014 -0.03736299  0.04060837 -0.17309725  0.03098869 -0.07308915 -0.11904998  0.22517652  0.02049455  0.01694290  0.11371497 -0.08224704  0.06497293  0.05883826  0.12253645
  1979783  570    -0.09826807  0.13577324 -0.16620816 -0.29114974 -0.17738779  0.01076266 -0.25892082 -0.08117077 -0.12769505  0.08227533 -0.18101559 -0.07091939  0.06518885 -0.12410763 -0.04973672  0.06092634 -0.12361226  0.00440658  0.05044655 -0.16235534 -0.03127579  0.06632838 -0.02907222  0.09316999  0.08282275 -0.27857915 -0.18070291 -0.04118752  0.06069234 -0.02010088 -0.20691587 -0.05713472 -0.09621885  0.01266183  0.14313149  0.07401996  0.14238269 -0.03576628 -0.00908575 -0.14240836 -0.03865917  0.19365318 -0.13468431 -0.05418794  0.19759183 -0.05625326 -0.10692112 -0.09989826 -0.10666354  0.23003121  0.04136688  0.09909882 -0.10134823 -0.09394600  0.15996917 -0.06690096  0.25608389  0.01044588  0.10712064  0.03840974 -0.16027060  0.04309294  0.01981490 -0.08339945
  1980338  555    -0.11573524 -0.09467177 -0.21217036 -0.33089104  0.19768303  0.19433020 -0.01867580 -0.04051917  0.04062293  0.04348506  0.08564753 -0.09816702 -0.11800334  0.09354868 -0.21027051 -0.03984620  0.10735230  0.10820618 -0.03191163 -0.04232721  0.03989208 -0.18304273 -0.07701570 -0.17840123  0.12130068  0.00683095  0.23949757 -0.01491549 -0.07600578 -0.01641831 -0.00556927 -0.16543577  0.12028775 -0.05250740 -0.20797669 -0.06365465  0.00676069 -0.07098854  0.06572101  0.06669487  0.09988841  0.00363859 -0.02931531  0.03720875  0.06550068  0.02151558  0.12334669 -0.01031117  0.00658059  0.09151669 -0.23118086 -0.05264708  0.10740513  0.08609520  0.01332842 -0.00073662 -0.06474527 -0.28567366  0.15422970  0.17495565 -0.15782292  0.17638772 -0.18876673 -0.15595119
  1980547  209    -0.13586075 -0.02690281 -0.24382356 -0.04478316 -0.01734104 -0.09072156 -0.04918043 -0.06751623  0.17752552 -0.03796982  0.20274905  0.17018501  0.10465912  0.14530196 -0.11651449 -0.21503613 -0.00931411 -0.04107844 -0.01045570  0.00535475 -0.22537414 -0.04748784 -0.08769298  0.25202496 -0.29290377  0.03781852 -0.12148391  0.04496503  0.08563003 -0.02413581  0.02898580  0.02031135 -0.01493255 -0.21874428  0.10270951  0.03487804 -0.02076983  0.19690716 -0.10207801 -0.06750916  0.03692724  0.00116378  0.17713675 -0.05987358  0.07790726  0.09384981 -0.06169142  0.14011013  0.04525233 -0.05571283  0.16295144 -0.13580017 -0.07957247  0.12839789  0.20006888  0.16224494 -0.17148503 -0.01175546 -0.00396958  0.18428080 -0.16828789 -0.05123857  0.05620532 -0.20977454
  1981465  918     0.16625392  0.03445751 -0.15002307  0.00881815 -0.23917194  0.01669250  0.04405142 -0.07368463  0.07857565 -0.10357831  0.21198708 -0.17351749 -0.06234101  0.22836039  0.09201990 -0.08439845  0.09239607  0.03387052 -0.17084032 -0.08115812  0.00970172  0.05738358  0.11609832  0.03584941 -0.26557610 -0.04070864 -0.04033663 -0.04335887 -0.03927497  0.11402133 -0.01076857 -0.16167176 -0.05728515  0.15336496 -0.07563646  0.17996025 -0.03139807 -0.14195980 -0.13900772  0.30798509 -0.07589085 -0.12341136 -0.23517930 -0.01152442  0.10041423  0.18621928  0.08399589  0.05388378 -0.03507412  0.23971804 -0.13248975  0.11472964 -0.09105675 -0.19956862  0.03570946  0.10946828  0.03484588 -0.03158594 -0.11089441  0.10674983  0.15228978 -0.04393569  0.06456850  0.05194598
  1981872  407     0.14495812  0.02582134 -0.04243348 -0.00158810 -0.07939618 -0.09805840  0.15587803 -0.22267989 -0.02163901 -0.10887420  0.05045150 -0.15585121 -0.10883535 -0.00497747  0.08562410 -0.04825485 -0.09525167  0.10398490  0.04293277 -0.12002866 -0.17686018 -0.12121262 -0.04942620  0.18019286  0.11729766  0.11109980  0.20447543  0.05521149  0.02590727  0.18206797  0.06208445 -0.07033025 -0.19087008 -0.05424031  0.01381518  0.09666251  0.02581464 -0.01997323 -0.14247305  0.00794099 -0.16241409 -0.04772636  0.19395954 -0.22931568  0.00229717 -0.08683984 -0.18255808 -0.21133984  0.14072985  0.13120305 -0.10341020 -0.12594914 -0.02111351 -0.08669940  0.09627577 -0.11785606  0.10971650 -0.06161529  0.14825001  0.06523562 -0.28065033 -0.00636181 -0.29073771 -0.14349631
  1985551  3679    0.05487449  0.10242186  0.07116759 -0.04336058 -0.06958620  0.18027070  0.12925402 -0.10860389 -0.16115368  0.17399612  0.18612120 -0.06555082  0.05734016 -0.04228620 -0.02451146 -0.08028491 -0.17869399 -0.01485967  0.13961480 -0.16348204 -0.14376144  0.13574986 -0.00271190 -0.02044807  0.02406234 -0.07479498  0.16968006  0.10725391 -0.27599012 -0.06801755  0.16275260  0.02914536  0.15837791  0.34565566  0.01260598 -0.03240421 -0.12445565  0.08387790  0.18481902  0.04362015 -0.08123956 -0.02272830 -0.11420761 -0.07161586 -0.12589959 -0.09477211  0.28762417 -0.02595862  0.30298057  0.10441191 -0.14117983 -0.06775028  0.09746357  0.02924038  0.00088332  0.02501539  0.06396959 -0.07854934 -0.13084240 -0.03630616  0.04274531 -0.07814723  0.12737451  0.07052383
  1985896  345     0.22456166 -0.08948599 -0.07726852 -0.08927697  0.08668064  0.04661258  0.00617678 -0.03073755  0.01587275  0.03862747 -0.02659016 -0.05664341 -0.19512483  0.04801707  0.12230477 -0.09882610 -0.11136364  0.37678873  0.17149017 -0.05274964  0.11867759 -0.25611965  0.06903908  0.04577171  0.04237313 -0.06493312  0.03792203 -0.16712387 -0.08790707 -0.24277685 -0.08910445  0.04753974 -0.07071688 -0.04449555 -0.26980798 -0.14838066 -0.17848253 -0.09591555  0.14968688 -0.13781054 -0.07512292  0.12256314  0.14657660  0.15944121 -0.07837712 -0.06554911  0.01476295  0.16622650  0.05594409 -0.06563066  0.16101143  0.00970270 -0.21808159 -0.00630456  0.05737090  0.04683837  0.11328468  0.12840970 -0.12464324 -0.19272657 -0.00640699  0.02798197 -0.03668319 -0.00401533
  1990770  4874    0.13207568  0.03596737  0.11244707 -0.05463292 -0.04170944 -0.11698479 -0.01892528 -0.06053842  0.14405348 -0.03330157 -0.05004424  0.24619744  0.05871579  0.17635622  0.07051776 -0.15487812 -0.22652691 -0.31478759 -0.06946380 -0.01813438 -0.29809172 -0.15538797  0.02277017 -0.02442731  0.04738820 -0.07635057 -0.07791146 -0.10653944  0.05023326 -0.05320077 -0.05818000  0.02787992 -0.05543519  0.03880964 -0.27536085  0.17913190  0.08512694  0.23174704 -0.09099476  0.06297391 -0.13244994  0.06878292 -0.13941598  0.20803424 -0.02922457 -0.01114534 -0.06282087 -0.12448061  0.10767314 -0.03532029 -0.02716136  0.07499407 -0.02320161 -0.09989110  0.17574471  0.05773302 -0.24789724  0.06594646 -0.07291124 -0.13931969 -0.10521258  0.03797705  0.17017033 -0.07727323
  1991703  933     0.04578637  0.12002249 -0.10911224  0.04174371 -0.12101415  0.03860990  0.08388305 -0.06699629  0.11615037  0.15819076  0.10240172 -0.11201975  0.09162243  0.12041006 -0.04553687  0.08505149 -0.08743524  0.06503941  0.06800013 -0.20468869  0.02699159 -0.03413032 -0.04404408  0.02801556  0.22618288 -0.34924124 -0.15800330  0.14397155  0.13171507  0.02956588 -0.25340195  0.05354908  0.15567825  0.00861706  0.10504771  0.10105668  0.00585759 -0.19190731 -0.19248768 -0.05364310 -0.08121746 -0.08136106 -0.00279368 -0.09748669 -0.05162244  0.07791661  0.14622899 -0.16484346 -0.29579545 -0.05626928 -0.03712905 -0.06738040 -0.08558688 -0.04291055  0.13761889  0.24031260  0.03577131  0.13722342  0.06984621 -0.07177289 -0.02588365  0.11195337  0.05413261  0.22410559
  1995585  3882   -0.13608137 -0.21727841 -0.01584923  0.12061556  0.02799757  0.09633658  0.16231468 -0.22949184  0.09810551  0.00345612 -0.03830855  0.23419043 -0.24008952 -0.23768067  0.09939820  0.15926473 -0.04883780  0.07392742 -0.08223891 -0.16412636  0.09415999  0.05282684  0.03279312 -0.06675003  0.18809830  0.10861879  0.00209927 -0.08392562 -0.13857393 -0.13078306 -0.06127879  0.05945499  0.01475511  0.04476421  0.01048328  0.07859117 -0.00984096  0.11640373  0.07415628  0.06522128 -0.07685793  0.04066865 -0.07246597 -0.27020022  0.14827878 -0.07174384 -0.01852192  0.00439691 -0.26440266  0.02734488  0.03433301 -0.06420403  0.14798455 -0.26767709  0.02946996 -0.12974981 -0.21479025  0.16854859 -0.21543295  0.05237656  0.04075877  0.01216841  0.02302202 -0.00546538
  1996075  490    -0.04819128 -0.30835876  0.04555695 -0.24503500 -0.04061357  0.02165816 -0.10884925  0.02319183 -0.00216729 -0.04115984 -0.05417289 -0.21728660  0.14948263 -0.07954533  0.07875887  0.19926551 -0.02188234 -0.09215896  0.10093518 -0.19373572 -0.16646856 -0.10571651 -0.01339545 -0.09131650  0.25190468 -0.09146836 -0.04845263 -0.07267419 -0.04785277  0.02571187  0.05153247  0.07194014  0.14503727 -0.03502278 -0.08458839 -0.03853137  0.18238002 -0.06490318  0.08426832  0.07441017  0.03487850  0.17523105 -0.21284638  0.05362902  0.04123212  0.01554601 -0.09057449  0.06619000 -0.04635458  0.12682453  0.25451436 -0.18189746  0.17736201 -0.00278192 -0.00368872  0.13537234  0.13648884 -0.15892554  0.19945835 -0.06922898  0.10728263 -0.08992441 -0.11152202 -0.20776549
  2000241  4166    0.12577384  0.08989066 -0.00432127 -0.04598687  0.29333460 -0.20600370  0.04756139  0.02721019  0.18346728  0.12431808 -0.09495239 -0.10595425 -0.09614990 -0.04146734  0.05567957  0.18783378 -0.06083791 -0.05260556 -0.07091157  0.03186299 -0.17140211  0.06500919 -0.20158546 -0.06073530 -0.01153413 -0.01837389 -0.05525568  0.13861427 -0.11323146 -0.12115924  0.07390021 -0.12031728  0.20812861  0.18483048  0.05247204 -0.00656120 -0.11489283  0.08161402  0.03655560  0.05103198  0.13485332  0.02076681  0.08729564  0.00332973 -0.01960913 -0.07539086 -0.31458120  0.03884996 -0.03284539  0.12496611  0.20816859 -0.10799588 -0.07735072  0.20370431 -0.18567706  0.05614524 -0.09249752  0.07367149 -0.03395533  0.05172887 -0.28958103  0.13562983  0.00350894  0.22230124
  2000474  233    -0.10416776 -0.07098642  0.09352901  0.10665461  0.06843101  0.00755417  0.09185527  0.05810686 -0.00402724  0.13765109  0.05378539  0.20958329  0.12901948 -0.21438121 -0.20199452 -0.25251767 -0.04239629  0.07341601 -0.03977830  0.00212194  0.08386709 -0.07896708 -0.26785415  0.31755896  0.12477624  0.05760996 -0.01589779 -0.09397108  0.14017144 -0.02378425 -0.12967105  0.08958149  0.03756190 -0.10711173  0.13397610 -0.06596234 -0.05797479 -0.00046258 -0.13855503  0.02357473  0.12778340  0.19655751 -0.08388023 -0.07918487 -0.19230083 -0.08079768 -0.00462651 -0.14030999  0.21012684  0.11083717  0.22144698 -0.20730257 -0.15238607  0.05942670 -0.06249130  0.09957518 -0.12267952 -0.14207089 -0.08508242  0.03173108  0.08523981  0.08363386  0.02437428 -0.09837242
  2000836  362     0.05569826  0.00489742 -0.01179205  0.03949997  0.02473690 -0.17930360 -0.17457288 -0.07555395  0.03917723 -0.05502038 -0.08341199  0.16139433  0.20742330  0.05315777 -0.05806320  0.11374971  0.00837793  0.14862619  0.07476823  0.23436793 -0.04883832  0.12005370  0.12722538 -0.01523350  0.07235742  0.08756974  0.13255361  0.14706785  0.07344938 -0.05858665  0.15402036  0.02644893 -0.03222850  0.18789998  0.03033433 -0.05789694 -0.12633704  0.00040048  0.19321851 -0.33352129  0.05501205  0.18535289 -0.04489015 -0.07468103  0.10773923 -0.08936185  0.06572259 -0.17246002 -0.14121574 -0.10674805 -0.04640084 -0.31197823 -0.19843534 -0.13087499  0.12833516  0.01876633 -0.11598963 -0.05731927  0.25357306 -0.08261817 -0.01279227 -0.06397664  0.13420350 -0.08482990
  2001509  673    -0.03710837 -0.02447411  0.11864283  0.01348823  0.21800927 -0.18734937  0.15611523 -0.04695412 -0.03000288 -0.24159798 -0.09551059 -0.13071058  0.26635664  0.05167633 -0.13640927 -0.15218670 -0.07191199  0.04427724  0.06544830 -0.22321685 -0.05759820 -0.07850330  0.01563156  0.04066930  0.18837237 -0.09040315  0.09635893  0.10388330 -0.13860833  0.07114756 -0.07867915  0.04647107 -0.02853395 -0.08020600  0.10667069 -0.18792838 -0.06110800 -0.14493219 -0.15803904 -0.08574779  0.07493329  0.09553406 -0.02945377  0.07290056  0.12934226  0.03761875  0.04093192  0.24660513  0.00921632 -0.06400924 -0.10379330  0.12433362  0.07166115 -0.04543164 -0.19008937 -0.25815335 -0.22689445  0.14150164  0.00975811  0.02200211 -0.10077435 -0.19898914  0.16384979  0.05549922
  2006149  4640    0.12189002 -0.00991201 -0.13124280 -0.01726694 -0.12612590 -0.03853128 -0.27332819  0.11926884  0.04365217  0.10582224  0.08967477  0.03461286 -0.10214776  0.03182888 -0.10172569  0.20484218 -0.14144315 -0.00544778 -0.14570183 -0.08187751 -0.11410141 -0.12492319 -0.30010188 -0.04079992 -0.11746923  0.18621821 -0.22314663  0.06524651 -0.06259318  0.07856740  0.03397077  0.16152944 -0.05804566 -0.03516711  0.09371212 -0.17296006 -0.16585824 -0.00418990 -0.05540215 -0.12178905 -0.24645432  0.11790254 -0.00950532 -0.12806965 -0.17979444  0.18360940  0.05684781  0.13043483  0.00811890  0.01516060 -0.21716741 -0.03987776  0.08603933 -0.03636358 -0.20972893 -0.06640740 -0.12759617  0.09791416  0.03062480 -0.19697592  0.05756619 -0.02294994 -0.07848200 -0.13780725
